QtrEMPLID,Paycode_Entry
BART_FY2024_Q4,"9 - 76042, PH - 76434, SL - 76042"
BEAA_FY2022_Q1,"9 - 59519, NORMAL - 59519, PH - 60057"
BEAA_FY2022_Q2,"9 - 60571, NORMAL - 60481, PH - 60571"
BEAA_FY2022_Q3,"9 - 61606, AL - 61606, HRSBNS - 61606, LOADING - 61606, NORMAL - 61606, PH - 61606"
BEAA_FY2022_Q4,"9 - 62967, AL - 64124, LOADING - 64124, NORMAL - 62967, PH - 63113"
BEAA_FY2023_Q1,"9 - 64231, AL-CASHO - 64231, LOADING - 64231, NORMAL - 64231, PH - 65080, SL - 64420"
BEAA_FY2023_Q2,"9 - 65691, AL - 66836, AL-CASHO - 66548, HRSBNS - 66836, LOADING - 66548, NORMAL - 65691, PH - 65712, SL - 65805"
BEAA_FY2023_Q3,"9 - 66931, AL - 66931, LOADING - 66931, NORMAL - 67100, PH - 66931"
BEAA_FY2023_Q4,"9 - 68242, AL - 68475, AL-CASHO - 68475, LOADING - 68475, NORMAL - 68242, PH - 68268"
BEAA_FY2024_Q1,"9 - 70241, NORMAL - 70241, PH - 71490"
BEAA_FY2024_Q2,"9 - 72230, AL - 74031, HRSBNS - 74031, LOADING - 74031, NORMAL - 72230, PH - 72230"
BEAA_FY2024_Q3,"9 - 74199, AL - 74199, LOADING - 74199, NORMAL - 74354, PH - 74199, SL - 74823"
BEAA_FY2024_Q4,"9 - 76043, AL - 76435, LOADING - 76435, NORMAL - 76043, PH - 76043, SL - 77090"
BENL_FY2022_Q1,"9 - 59520, AL - 60388, LOADING - 60388, NORMAL - 59520, PH - 60058"
BENL_FY2022_Q2,"9 - 60572, NORMAL - 60572, PH - 60572"
BENL_FY2022_Q3,"9 - 61607, AL - 61607, HRSBNS - 61607, LOADING - 61607, NORMAL - 61607, PH - 61607, SL - 61900"
BENL_FY2022_Q4,"9 - 62968, AL - 63301, LOADING - 63301, NORMAL - 62968, PH - 63114, SL - 63504"
BENL_FY2023_Q1,"9 - 64306, NORMAL - 64306, PH - 65081, SL - 64969"
BENL_FY2023_Q2,"9 - 65610, AL - 65610, HRSBNS - 66837, LOADING - 65610, NORMAL - 65713, PH - 65713, SL - 66444"
BENL_FY2023_Q3,"9 - 66932, AL - 66932, LOADING - 66932, NORMAL - 67101, PH - 66932"
BENL_FY2023_Q4,"9 - 68243, AL - 68610, LOADING - 68610, NORMAL - 68243, PH - 68269"
BENL_FY2024_Q1,"9 - 70242, AL - 72077, LOADING - 72077, NORMAL - 70242, PH - 71491"
BENL_FY2024_Q2,"9 - 72231, AL - 73457, HRSBNS - 74032, LOADING - 73457, NORMAL - 72231, PH - 72231"
BENL_FY2024_Q3,"9 - 74200, AL - 74200, LOADING - 74200, NORMAL - 74355, PH - 74200"
BENL_FY2024_Q4,"9 - 76044, AL - 76156, LOADING - 76156, NORMAL - 76044, PH - 76044"
BLAM_FY2024_Q4,"9 - 76045, AL - 77091, LOADING - 77091, NORMAL - 76045, PH - 76045"
BOTA_FY2024_Q3,"9 - 74695, NORMAL - 74695, PH - 74695"
BOTA_FY2024_Q4,"9 - 76046, NORMAL - 76046, PH - 76046"
BRIT_FY2022_Q3,"9 - 61626, CASBNS - 61626, NORMAL - 61626"
BRIT_FY2023_Q2,"9 - 65623, CASBNS - 65763, NORMAL - 65623"
BRIT_FY2024_Q1,"9 - 70114, NORMAL - 70114"
BRIT_FY2024_Q2,"9 - 72232, CASBNS - 72232, NORMAL - 72232"
BRIT_FY2024_Q3,"9 - 74127, CASBNS - 74127, NORMAL - 74241"
BRIT_FY2024_Q4,"9 - 76047, CASBNS - 76047, NORMAL - 76047"
BROD_FY2023_Q4,"9 - 68585, NORMAL - 68585, PH - 68612"
BROD_FY2024_Q1,"9 - 70116, NORMAL - 70116, PH - 71493, SL - 70116"
BROD_FY2024_Q2,"9 - 72233, AL - 74033, HRSBNS - 74033, LOADING - 74033, NORMAL - 72233, PH - 72233"
BROD_FY2024_Q3,"9 - 74201, AL - 74201, LOADING - 74201, NORMAL - 74356, PH - 74201"
BROD_FY2024_Q4,"9 - 76048, NORMAL - 76048, PH - 76048"
CADD_FY2022_Q4,"9 - 63877, HRSBNS - 63877, NORMAL - 63877"
CADD_FY2023_Q1,"9 - 64307, HRSBNS - 64307, NORMAL - 64307, PH - 65083, SL - 65083"
CADD_FY2023_Q2,"9 - 65693, AL - 66840, HRSBNS - 65693, LOADING - 66840, NORMAL - 65693, PH - 65716, SL - 66554"
CADD_FY2023_Q3,"9 - 66935, AL - 66935, LOADING - 66935, NORMAL - 67103, PH - 66935"
CADD_FY2023_Q4,"9 - 68245, HRSBNS - 68614, NORMAL - 68245, PH - 68274, SL - 69523"
CADD_FY2024_Q1,"9 - 70194, AL - 70556, HRSBNS - 70397, LOADING - 70556, NORMAL - 70194, PH - 71496, SL - 71354"
CADD_FY2024_Q2,"9 - 72236, AL - 74035, HRSBNS - 72236, LOADING - 74035, NORMAL - 72236, PH - 72236, SL - 73592"
CADD_FY2024_Q3,"9 - 74203, AL - 74203, HRSBNS - 74203, LOADING - 74203, NORMAL - 74358, PH - 74203, SL - 74449"
CADD_FY2024_Q4,"9 - 76050, AL - 76159, HRSBNS - 76050, LOADING - 76159, NORMAL - 76050, PH - 76050, SL - 76459"
CANP_FY2022_Q1,"9 - 9930, NORMAL - 9930, PH - 9934"
CANP_FY2022_Q2,"9 - 9949, AL - 9959, LOAD - 9959, NORMAL - 9949, PH - 9949"
CANP_FY2022_Q3,"9 - 9964, AL - 9964, BONUS - 9964, LOAD - 9964, NORMAL - 9964, PH - 9964"
CANP_FY2022_Q4,"9 - 9979, NORMAL - 9979, PH - 9979"
CANP_FY2023_Q1,"9 - 9997, AL - 10012, LOAD - 10012, NORMAL - 9997, PH - 10007, SL - 9997"
CANP_FY2023_Q2,"9 - 10015, AL - 10015, LOAD - 10015, NORMAL - 10015, PH - 10015"
CANP_FY2023_Q3,"9 - 10027, AL - 10027, BONUS - 10027, LOAD - 10027, NORMAL - 10027, PH - 10027"
CANP_FY2023_Q4,"9 - 10039, AL - 10039, LOAD - 10039, NORMAL - 10039, PH - 10039"
CANP_FY2024_Q1,"9 - 10051, AL - 10051, LOAD - 10051, NORMAL - 10051, PH - 10060"
CANP_FY2024_Q2,"9 - 10064, AL - 10071, LOAD - 10071, NORMAL - 10064, PH - 10064"
CANP_FY2024_Q3,"9 - 10075, AL - 10075, BONUS - 10075, LOAD - 10075, NORMAL - 10075, PH - 10075"
CANS_FY2022_Q3,"9 - 61765, NORMAL - 61765, PH - 61994"
CANS_FY2022_Q4,"9 - 62969, NORMAL - 62969, PH - 63115"
CANS_FY2023_Q1,"9 - 64232, AL - 64232, LOADING - 64232, NORMAL - 64232, PH - 65084"
CANS_FY2023_Q2,"9 - 65694, AL - 66126, LOADING - 66126, NORMAL - 65694, PH - 65717"
CANS_FY2023_Q3,"9 - 66936, AL - 66936, LOADING - 66936, NORMAL - 67104, PH - 66936"
CANS_FY2023_Q4,"9 - 68246, NORMAL - 68246, PH - 68275"
CANS_FY2024_Q1,"9 - 70244, NORMAL - 70244, PH - 71497"
CANS_FY2024_Q2,"9 - 72237, AL - 74036, HRSBNS - 74036, LOADING - 74036, NORMAL - 72237, PH - 72237"
CANS_FY2024_Q3,"9 - 74204, AL - 74204, LOADING - 74204, NORMAL - 74330, PH - 74204"
CANS_FY2024_Q4,"9 - 76051, AL - 76160, LOADING - 76160, NORMAL - 76051, PH - 76051"
CANT_FY2024_Q4,"9 - 77375, NORMAL - 77375"
CHOS_FY2023_Q1,"9 - 64332, AL - 65405, LOADING - 65405, NORMAL - 64332, PH - 65107, SL - 65184"
CHOS_FY2023_Q2,"9 - 65611, AL - 65611, LOADING - 65611, NORMAL - 65738, PH - 65738, SL - 66393"
CHOS_FY2023_Q3,"9 - 66964, AL - 68031, LOADING - 68031, NORMAL - 67033, PH - 66964, SL - 67130"
CHOS_FY2023_Q4,"9 - 68140, AL - 68276, LOADING - 68276, NORMAL - 68140, PH - 68276, SL - 68641"
CHOS_FY2024_Q1,"9 - 70117, AL - 70266, LOADING - 70266, NORMAL - 70117, PH - 71498, SL - 71759"
CHOS_FY2024_Q2,"9 - 72238, AL - 73003, LOADING - 73003, NORMAL - 72238, PH - 72238, SL - 72335"
CHOS_FY2024_Q3,"9 - 74129, NORMAL - 74244, PH - 74129, SL - 74244"
CHOS_FY2024_Q4,"9 - 76052, AL - 76161, LOADING - 76161, NORMAL - 76052, PH - 76052, SL - 76780"
CLAB_FY2023_Q4,"9 - 69525, NORMAL - 69525"
CLAB_FY2024_Q1,"9 - 70118, MEAL4 - 70267, NORMAL - 70118, PH - 71499"
CLAB_FY2024_Q2,"9 - 72239, AL - 73955, LOADING - 73955, NORMAL - 72239, PH - 72239, SL - 72788"
CLAB_FY2024_Q3,"9 - 74130, AL - 74130, LOADING - 74130, NORMAL - 74245, PH - 74130"
CLAB_FY2024_Q4,"9 - 76053, NORMAL - 76053, PH - 76053"
COLD_FY2024_Q3,"9 - 74131, CASBNS - 74131, NORMAL - 74131, PH - 74597"
COLD_FY2024_Q4,"9 - 76054, CASBNS - 76054, NORMAL - 76054"
COLJ_FY2022_Q1,"9 - 59521, AL - 60222, LOADING - 60222, NORMAL - 59521, PH - 60059"
COLJ_FY2022_Q2,"9 - 60483, AL - 60483, LOADING - 60483, NORMAL - 60483, PH - 60573, SL - 60879"
COLJ_FY2022_Q3,"9 - 61608, AL - 61608, HRSBNS - 61608, LOADING - 61608, NORMAL - 61608, PH - 61608, SL - 61995"
COLJ_FY2022_Q4,"9 - 62970, AL - 63302, LOADING - 63302, NORMAL - 62970, PH - 63116"
COLJ_FY2023_Q1,"9 - 64308, AL - 65185, LOADING - 65185, NORMAL - 64308, PH - 65085"
COLJ_FY2023_Q2,"9 - 65612, AL - 65612, HRSBNS - 66842, LOADING - 65612, NORMAL - 65612, PH - 65718"
COLJ_FY2023_Q3,"9 - 66937, NORMAL - 66937, PH - 66937"
COLJ_FY2023_Q4,"9 - 68247, AL - 69672, LOADING - 69672, NORMAL - 68247, PH - 68277, SL - 68836"
COLJ_FY2024_Q1,"9 - 70245, AL - 71966, BEREAVE - 70268, LOADING - 71966, NORMAL - 70245, PH - 71500, SL - 70268"
COLJ_FY2024_Q2,"9 - 72240, AL - 74037, HRSBNS - 74037, LOADING - 74037, NORMAL - 72240, PH - 72240"
COLJ_FY2024_Q3,"9 - 74205, AL - 74205, LOADING - 74205, NORMAL - 74205, PH - 74205"
COLJ_FY2024_Q4,"9 - 76055, NORMAL - 76055, PH - 76055"
CORG_FY2022_Q2,"9 - 9950, AL - 9960, LOAD - 9960, MVGARTH - 9950, NORMAL - 9950, PH - 9950"
CORG_FY2022_Q3,"9 - 9965, AL - 9969, BONUS - 9965, LOAD - 9969, MVGARTH - 9965, NORMAL - 9965, PH - 9965"
CORG_FY2022_Q4,"9 - 9980, MVGARTH - 9980, NORMAL - 9980, PH - 9980"
CORG_FY2023_Q1,"9 - 9999, AL - 9999, LOAD - 9999, MVGARTH - 9999, NORMAL - 9999, PH - 10008"
CORG_FY2023_Q2,"9 - 10016, MVGARTH - 10016, NORMAL - 10016, PH - 10016"
CORG_FY2023_Q3,"9 - 10028, BONUS - 10028, MVGARTH - 10028, NORMAL - 10028, PH - 10028"
CORG_FY2023_Q4,"9 - 10040, MVGARTH - 10040, NORMAL - 10040, PH - 10040"
CORG_FY2024_Q1,"9 - 10053, AL - 10057, LOAD - 10057, MVGARTH - 10053, NORMAL - 10053, PH - 10061"
CORG_FY2024_Q2,"9 - 10065, MVGARTH - 10065, NORMAL - 10065, PH - 10065"
CORG_FY2024_Q3,"9 - 10076, BONUS - 10076, MVGARTH - 10076, NORMAL - 10076, PH - 10076"
CORG_FY2024_Q4,"9 - 10097, MVGARTH - 10097, NORMAL - 10097, PH - 10097"
CRIJA_FY2024_Q1,"MEAL4 - 70566, NORMAL - 70566"
CRIJA_FY2024_Q2,"CASBNS - 73958, NORMAL - 72243"
CRIJA_FY2024_Q3,"AL - 74455, CASBNS - 74133, LOADING - 74455, NORMAL - 74744, PH - 74744, SL - 74372"
CRIJA_FY2024_Q4,"CASBNS - 76056, NORMAL - 76056, PH - 76678"
DARM_FY2024_Q4,"9 - 76057, NORMAL - 76057, PH - 76472"
DAYS_FY2023_Q3,"9 - 66966, CASBNS - 66966, NORMAL - 67034"
DAYS_FY2023_Q4,"9 - 68280, CASBNS - 68280, NORMAL - 68280"
DAYS_FY2024_Q3,"9 - 74134, CASBNS - 74134, NORMAL - 74134, PH - 74746"
DAYS_FY2024_Q4,"9 - 76058, CASBNS - 76058, NORMAL - 76058"
DOKI_FY2023_Q2,"9 - 65696, AL - 66844, LOADING - 66844, NORMAL - 65696, PH - 65720"
DOKI_FY2023_Q3,"9 - 66939, AL - 66939, LOADING - 66939, NORMAL - 66939, PH - 66939"
DOKI_FY2024_Q1,"9 - 70246, MEAL4 - 70567, NORMAL - 70246, PH - 71507, SL - 71507"
DOKI_FY2024_Q2,"9 - 72247, AL - 74040, HRSBNS - 74040, LOADING - 74040, NORMAL - 72247, PH - 72247"
DOKI_FY2024_Q3,"9 - 74208, AL - 74208, LOADING - 74208, NORMAL - 74359, PH - 74208, SL - 74748"
DOKI_FY2024_Q4,"9 - 76059, AL - 77528, LOADING - 77528, NORMAL - 76059, PH - 76059"
DONR_FY2022_Q2,"9 - 60497, NORMAL - 60497, PH - 60593, SL - 60985"
DONR_FY2022_Q3,"9 - 61629, AL - 61629, LOADING - 61629, NORMAL - 61629, PH - 61629, SL - 62012"
DONR_FY2022_Q4,"9 - 62996, AL - 63921, LOADING - 63921, NORMAL - 62996, PH - 63134"
DONR_FY2023_Q1,"9 - 64240, AL - 64337, LOADING - 64337, NORMAL - 64240, PH - 65108, SL - 64240"
DONR_FY2023_Q2,"9 - 65629, AL - 65819, LOADING - 65819, NORMAL - 65629, PH - 65739, SL - 66333"
DONR_FY2023_Q3,"9 - 66969, AL - 66969, LOADING - 66969, NORMAL - 67037, PH - 66969, SL - 67636"
DONR_FY2023_Q4,"9 - 68144, HRSBNS - 68736, MEAL4 - 68842, NORMAL - 68144, PH - 68283, SL - 68283"
DONR_FY2024_Q1,"9 - 70122, AL - 70403, HRSBNS - 70272, LOADING - 70403, NORMAL - 70122, PH - 71506, SL - 70122"
DONR_FY2024_Q2,"9 - 72246, AL - 73307, HRSBNS - 72472, LOADING - 73307, NORMAL - 72246, PH - 72246, SL - 72341"
DONR_FY2024_Q3,"9 - 74135, AL - 74135, HRSBNS - 74255, LOADING - 74135, NORMAL - 74255, PH - 74135, SL - 74750"
DONR_FY2024_Q4,"9 - 76060, AL - 76302, HRSBNS - 76560, LOADING - 76302, NORMAL - 76060, PH - 76060, SL - 76167"
DOYF_FY2022_Q1,"9 - 59478, NORMAL - 59478"
DOYF_FY2022_Q3,"9 - 61630, CASBNS - 61630, NORMAL - 61630"
DOYF_FY2022_Q4,"9 - 62903, CASBNS - 63162, NORMAL - 62903"
DOYF_FY2023_Q2,"9 - 65630, CASBNS - 65768, NORMAL - 65630"
DOYF_FY2023_Q3,"9 - 66970, CASBNS - 66970, NORMAL - 67038"
DOYF_FY2023_Q4,"9 - 68145, CASBNS - 68284, NORMAL - 68145"
DOYF_FY2024_Q1,"9 - 70123, NORMAL - 70123"
DOYF_FY2024_Q2,"9 - 72248, CASBNS - 72248, NORMAL - 72248"
DOYF_FY2024_Q4,"9 - 76061, CASBNS - 76061, NORMAL - 76061"
DUDP_FY2023_Q1,"9 - 64243, CASBNS - 65569, NORMAL - 64243"
DUDP_FY2023_Q2,"9 - 65631, CASBNS - 65769, NORMAL - 65631"
DUDP_FY2023_Q3,"9 - 66971, CASBNS - 66971, NORMAL - 67040"
DUDP_FY2023_Q4,"9 - 68146, CASBNS - 68285, NORMAL - 68146"
DUDP_FY2024_Q1,"9 - 70124, NORMAL - 70124"
DUDP_FY2024_Q2,"9 - 72249, CASBNS - 72249, NORMAL - 72249"
DUDP_FY2024_Q3,"9 - 74137, CASBNS - 74137, NORMAL - 74257"
DUDP_FY2024_Q4,"9 - 76062, CASBNS - 76062, NORMAL - 76062"
ELLJ_FY2024_Q3,"9 - 74259, NORMAL - 74259"
ELLJ_FY2024_Q4,"9 - 76064, AL - 76478, LOADING - 76478, NORMAL - 76064, PH - 76478"
ELLM_FY2022_Q1,"9 - 59977, NORMAL - 59977"
ELLM_FY2022_Q2,"9 - 60501, NORMAL - 60501, PL-VACC - 60501"
ELLM_FY2022_Q3,"9 - 61633, CASBNS - 61633, NORMAL - 61633, PH - 62013"
ELLM_FY2022_Q4,"9 - 62962, NORMAL - 62962, PH - 63135"
ELLM_FY2023_Q1,"9 - 64245, AL - 64778, LOADING - 64778, NORMAL - 64245, PH - 65109"
ELLM_FY2023_Q2,"9 - 65633, AL - 66869, LOADING - 66869, NORMAL - 65633, PH - 65740"
ELLM_FY2023_Q3,"9 - 66972, AL - 66972, LOADING - 66972, MEAL4 - 67257, NORMAL - 67041, PH - 66972, SL - 67574"
ELLM_FY2023_Q4,"9 - 68147, AL - 68643, LOADING - 68643, NORMAL - 68147, PH - 68286"
ELLM_FY2024_Q1,"9 - 70125, MEAL4 - 70406, NORMAL - 70125, PH - 71510, SL - 70759"
ELLM_FY2024_Q2,"9 - 72250, AL - 73470, LOADING - 73470, NORMAL - 72250, PH - 72250, SL - 73175"
ELLM_FY2024_Q3,"9 - 74138, AL - 74138, LOADING - 74138, NORMAL - 74258, PH - 74138"
ELLM_FY2024_Q4,"9 - 76065, AL - 76479, LOADING - 76479, NORMAL - 76065, PH - 76065, SL - 76792"
ELLR_FY2023_Q2,"9 - 66142, AL - 66868, LOADING - 66868, NORMAL - 66142, PH - 66868, SL - 66757"
ELLR_FY2023_Q3,"9 - 66973, NORMAL - 67042, PH - 66973"
ELLR_FY2023_Q4,"9 - 68148, NORMAL - 68148, PH - 68287, SL - 69532"
ELLR_FY2024_Q1,"9 - 70126, NORMAL - 70126, PH - 71511"
ELLR_FY2024_Q2,"9 - 72673, AL - 73176, LOADING - 73176, NORMAL - 72673, PH - 73964, SL - 72673"
ELLR_FY2024_Q3,"9 - 74139, AL - 74139, LOADING - 74139, NORMAL - 74260, PH - 74139"
ELLR_FY2024_Q4,"9 - 76066, AL - 76308, LOADING - 76308, NORMAL - 76066, PH - 76066, SL - 76688"
ELLT_FY2022_Q1,"9 - 59482, MEAL4 - 59624, NORMAL - 59482"
ELLT_FY2022_Q2,"9 - 60502, MEAL4 - 60502, NORMAL - 60502"
ELLT_FY2022_Q3,"9 - 61634, CASBNS - 61634, MEAL4 - 61771, NORMAL - 61634"
ELLT_FY2022_Q4,"9 - 62907, CASBNS - 63165, MEAL4 - 62907, NORMAL - 62907"
ELLT_FY2023_Q1,"9 - 64246, CASBNS - 65571, MEAL4 - 64246, NORMAL - 64246"
ELLT_FY2023_Q2,"9 - 65634, CASBNS - 66897, HRSBNS - 66468, MEAL4 - 65634, NORMAL - 65634"
ELLT_FY2023_Q3,"9 - 66974, CASBNS - 66974, MEAL4 - 67043, NORMAL - 67043"
ELLT_FY2023_Q4,"9 - 68149, CASBNS - 68288, MEAL4 - 68149, NORMAL - 68149"
ELLT_FY2024_Q1,"9 - 70127, MEAL4 - 70127, NORMAL - 70127"
ELLT_FY2024_Q2,"9 - 72251, CASBNS - 74025, MEAL4 - 72251, NORMAL - 72251"
ELLT_FY2024_Q3,"9 - 74140, CASBNS - 74140, MEAL4 - 74261, NORMAL - 74261, PH - 74612"
ELLT_FY2024_Q4,"9 - 76067, CASBNS - 76481, MEAL4 - 76067, NORMAL - 76067"
ERBSS_FY2022_Q2,"9 - 60503, CASBNS - 60596, NORMAL - 60503"
ERBSS_FY2023_Q1,"9 - 64247, CASBNS - 65572, NORMAL - 64247"
ERBSS_FY2023_Q2,"9 - 65635, CASBNS - 65772, NORMAL - 65635"
ERBSS_FY2023_Q3,"9 - 66975, CASBNS - 66975, NORMAL - 67044"
ERBSS_FY2023_Q4,"9 - 68150, CASBNS - 68289, NORMAL - 68150"
ERBSS_FY2024_Q2,"9 - 72252, CASBNS - 72252, NORMAL - 72252"
ERBSS_FY2024_Q3,"9 - 74141, CASBNS - 74141, NORMAL - 74262"
ERBSS_FY2024_Q4,"9 - 76068, CASBNS - 76068, NORMAL - 76068"
FERP_FY2022_Q2,"9 - 60504, CASBNS - 60597, MEAL4 - 60901, NORMAL - 60504, PL-VACC - 61276"
FERP_FY2023_Q2,"9 - 65636, CASBNS - 65773, HRSBNS - 66470, NORMAL - 65636"
FERP_FY2023_Q3,"9 - 66976, CASBNS - 66976, NORMAL - 67045"
FERP_FY2023_Q4,"9 - 68151, CASBNS - 68290, NORMAL - 68151"
FERP_FY2024_Q1,"9 - 70129, NORMAL - 70129"
FERP_FY2024_Q2,"9 - 72253, CASBNS - 72253, NORMAL - 72253"
FERP_FY2024_Q3,"9 - 74142, CASBNS - 74142, NORMAL - 74263, PH - 74614"
FERP_FY2024_Q4,"9 - 76069, CASBNS - 76069, NORMAL - 76069"
FINM_FY2023_Q3,"9 - 67335, NORMAL - 67335"
FINM_FY2023_Q4,"9 - 68152, NORMAL - 68152"
FINM_FY2024_Q1,"9 - 70130, NORMAL - 70130, PH - 71515"
FINM_FY2024_Q2,"9 - 72254, AL - 73967, LOADING - 73967, NORMAL - 72254, PH - 72254, SL - 72802"
FINM_FY2024_Q3,"9 - 74143, AL - 74143, BEREAVE - 74760, LOADING - 74143, NORMAL - 74143, PH - 74143"
FINM_FY2024_Q4,"9 - 76070, NORMAL - 76070, PH - 76070, SL - 77538"
FLK_FY2022_Q1,"9 - 59522, NORMAL - 59522, PH - 60060"
FLK_FY2022_Q2,"9 - 60558, NORMAL - 60558, PH - 60574"
FLK_FY2022_Q3,"9 - 61609, AL - 61609, HRSBNS - 61609, LOADING - 61609, NORMAL - 61609, PH - 61609"
FLK_FY2022_Q4,"9 - 62971, NORMAL - 62971, PH - 63117"
FLK_FY2023_Q1,"9 - 64311, AL - 64522, LOADING - 64522, NORMAL - 64311, PH - 65088"
FLK_FY2023_Q2,"9 - 65697, AL - 66845, HRSBNS - 66845, LOADING - 66845, NORMAL - 65697, PH - 65721"
FLK_FY2023_Q3,"9 - 66940, AL - 66940, LOADING - 66940, NORMAL - 67107, PH - 66940, SL - 67929"
FLK_FY2023_Q4,"9 - 68250, AL - 70041, LOADING - 70041, NORMAL - 68250, PH - 68292"
FLK_FY2024_Q1,"9 - 70247, NORMAL - 70247, PH - 71516"
FLK_FY2024_Q2,"9 - 72255, AL - 72407, HRSBNS - 74041, LOADING - 72407, NORMAL - 72255, PH - 72255"
FLK_FY2024_Q3,"9 - 74209, AL - 74209, LOADING - 74209, NORMAL - 74328, PH - 74209"
FLK_FY2024_Q4,"9 - 76071, NORMAL - 76071, PH - 76071"
FOOA_FY2024_Q1,"9 - 71335, NORMAL - 71335, PH - 71595"
