QtrEMPLID,Paycode_Entry
CANS_FY2024_Q4,"9 - 76051, AL - 76160, NORMAL - 76051, PH - 76051, VEHICLE - 76051"
CANT_FY2024_Q4,"9 - 77375, NORMAL - 77375"
CHOS_FY2024_Q2,"9 - 72238, AL - 73003, NORMAL - 72238, PH - 72238, SL - 72335, TAFE - 72335"
CHOS_FY2024_Q4,"9 - 76052, AL - 76161, NORMAL - 76052, PH - 76052, SL - 76780"
CLAB_FY2024_Q4,"9 - 76053, NORMAL - 76053, PH - 76053, TAFE - 76297"
COLD_FY2024_Q4,"9 - 76054, CASBNS - 76054, NORMAL - 76054"
COLJ_FY2024_Q4,"9 - 76055, NORMAL - 76055, PH - 76055, WCOMP-EX - 76677"
CORG_FY2023_Q2,"9 - 10016, MVGARTH - 10016, NORMAL - 10016, PH - 10016"
CORG_FY2023_Q3,"9 - 10028, BONUS - 10028, MVGARTH - 10028, NORMAL - 10028, PH - 10028"
CORG_FY2024_Q3,"9 - 10076, BONUS - 10076, MVGARTH - 10076, NORMAL - 10076, PH - 10076"
CORG_FY2024_Q4,"9 - 10097, MVGARTH - 10097, NORMAL - 10097, PH - 10097"
CRIJA_FY2024_Q1,NORMAL - 70566
CRIJA_FY2024_Q2,"CASBNS - 73958, NORMAL - 72243"
CRIJA_FY2024_Q3,"AL - 74455, CASBNS - 74133, NORMAL - 74744, PH - 74744, SL - 74372"
CRIJA_FY2024_Q4,"CASBNS - 76056, NORMAL - 76056, PH - 76678"
DARM_FY2024_Q4,"9 - 76057, NORMAL - 76057, PH - 76472"
DAYS_FY2024_Q3,"9 - 74134, CASBNS - 74134, NORMAL - 74134, PH - 74746"
DAYS_FY2024_Q4,"9 - 76058, CASBNS - 76058, NORMAL - 76058"
DOKI_FY2024_Q4,"9 - 76059, AL - 77528, NORMAL - 76059, PH - 76059"
DONR_FY2023_Q4,"9 - 68144, HRSBNS - 68736, NORMAL - 68144, PH - 68283, SL - 68283, TAFE - 68489"
DONR_FY2024_Q1,"9 - 70122, AL - 70403, HRSBNS - 70272, NORMAL - 70122, PH - 71506, SL - 70122, TAFE - 70403"
DONR_FY2024_Q2,"9 - 72246, AL - 73307, HRSBNS - 72472, NORMAL - 72246, PH - 72246, SL - 72341, TAFE - 72246"
DONR_FY2024_Q4,"9 - 76060, AL - 76302, HRSBNS - 76560, NORMAL - 76060, PH - 76060, SL - 76167, TAFE - 76560"
DOYF_FY2024_Q4,"9 - 76061, CASBNS - 76061, NORMAL - 76061"
DUDP_FY2022_Q1,"9 - 59481, NORMAL - 59481, WCOMP-EX - 60141"
DUDP_FY2024_Q4,"9 - 76062, CASBNS - 76062, NORMAL - 76062"
ELLJ_FY2024_Q4,"9 - 76064, AL - 76478, NORMAL - 76064, PH - 76478"
ELLM_FY2024_Q2,"9 - 72250, AL - 73470, NORMAL - 72250, PH - 72250, SL - 73175, TAFE - 72250"
ELLM_FY2024_Q4,"9 - 76065, AL - 76479, NORMAL - 76065, PH - 76065, SL - 76792, TAFE - 76307"
ELLR_FY2024_Q4,"9 - 76066, AL - 76308, NORMAL - 76066, PH - 76066, SL - 76688"
ELLT_FY2024_Q4,"9 - 76067, CASBNS - 76481, NORMAL - 76067"
ERBSS_FY2024_Q4,"9 - 76068, CASBNS - 76068, NORMAL - 76068"
FERP_FY2024_Q4,"9 - 76069, CASBNS - 76069, NORMAL - 76069"
FINM_FY2024_Q4,"9 - 76070, NORMAL - 76070, PH - 76070, SL - 77538, TAFE - 76312"
FLK_FY2024_Q3,"9 - 74209, AL - 74209, NORMAL - 74328, PH - 74209, VEHICLE - 74209"
FLK_FY2024_Q4,"9 - 76071, NORMAL - 76071, PH - 76071, VEHICLE - 76071"
FOOA_FY2024_Q4,"9 - 76072, AL - 76178, CASBNS - 76694, NORMAL - 76072, PH - 76072, SL - 76571"
FRAG_FY2024_Q4,"9 - 76073, NORMAL - 76073, PH - 76073, SL - 77674"
FRYN2_FY2022_Q1,"9 - 59487, HRSBNS - 59487, NORMAL - 59487"
FRYN2_FY2022_Q2,"9 - 60507, CASBNS - 60599, HRSBNS - 60779, NORMAL - 60507"
FRYN2_FY2022_Q3,"9 - 61638, CASBNS - 61638, HRSBNS - 62102, NORMAL - 61638"
FRYN2_FY2024_Q4,"9 - 76074, AL - 77675, NORMAL - 76074, PH - 76074, SL - 76572"
FULJA_FY2024_Q4,"9 - 76075, AL - 76460, NORMAL - 76075, PH - 76075, SL - 76180"
GAMC_FY2024_Q4,"9 - 76076, CASBNS - 76076, HRSBNS - 76969, NORMAL - 76076"
GAMF_FY2023_Q4,"9 - 68155, CASBNS - 68296, HRSBNS - 69193, NORMAL - 68155"
GAMF_FY2024_Q4,"9 - 76077, CASBNS - 76077, HRSBNS - 76970, NORMAL - 76077"
GAMR_FY2022_Q1,"9 - 59489, HRSBNS - 60413, NORMAL - 59489"
GAMR_FY2024_Q4,"9 - 76078, CASBNS - 76078, HRSBNS - 76971, NORMAL - 76078"
GOWM_FY2024_Q4,"9 - 76079, AL - 76576, NORMAL - 76079, PH - 76079"
HALS_FY2024_Q2,"9 - 72267, AL - 73483, NORMAL - 72267, PH - 72267, TAFE - 72267"
HALS_FY2024_Q4,"9 - 76081, AL - 76490, NORMAL - 76081, PH - 76081, SL - 76972, TAFE - 76318"
HANM_FY2024_Q4,"9 - 76319, NORMAL - 76319"
HARJ_FY2024_Q2,"9 - 72268, AL - 73976, NORMAL - 72268, PH - 72268, SL - 72268, TAFE - 72358"
HARJ_FY2024_Q4,"9 - 76082, AL - 76082, NORMAL - 76186, PH - 76082, SL - 76082, TAFE - 76320"
HILJ_FY2024_Q4,"9 - 76930, NORMAL - 76930, SL - 77548"
INGP_FY2024_Q4,"9 - 76084, AL - 76084, NORMAL - 76084, PH - 76084, SL - 76808"
JACG_FY2024_Q4,"9 - 76085, NORMAL - 76085, PH - 76085"
JENB_FY2024_Q4,"9 - 76087, CASBNS - 76087, NORMAL - 76087"
JENG_FY2024_Q4,"9 - 76088, CASBNS - 76088, NORMAL - 76088"
JOHB_FY2024_Q2,"9 - 72274, AL - 73982, NORMAL - 72274, PH - 72274, SL - 72661, TAFE - 72274"
JOHB_FY2024_Q4,"9 - 76089, AL - 77238, NORMAL - 76089, PH - 76089, SL - 76089, TAFE - 76326"
JOND_FY2024_Q4,"9 - 76090, CASBNS - 76090, NORMAL - 76090"
JONK_FY2024_Q4,"9 - 76931, NORMAL - 76931, SL - 77241"
KELC_FY2023_Q4,"9 - 68173, AL - 68423, NORMAL - 68173, PH - 68316, SL - 69704, TAFE - 68869"
KELC_FY2024_Q4,"9 - 76091, AL - 76328, NORMAL - 76091, PH - 76091, SL - 76983"
KERJ_FY2022_Q2,"9 - 60521, CASBNS - 60608, HRSBNS - 61118, NORMAL - 60521, PL-VACC - 61373"
KERJ_FY2024_Q4,"9 - 76092, CASBNS - 76092, NORMAL - 76092"
KIEJ_FY2024_Q4,"9 - 76197, NORMAL - 76197"
LABJ_FY2024_Q4,"9 - 76093, CASBNS - 76093, NORMAL - 76093"
LEID_FY2024_Q4,"9 - 76094, CASBNS - 76094, NORMAL - 76094"
LOHJ_FY2024_Q2,"9 - 72281, AL - 72502, NORMAL - 72281, PH - 72281, SL - 73628"
LOHJ_FY2024_Q4,"9 - 76095, NORMAL - 76095, PH - 76095, SL - 76820"
LYOJ_FY2022_Q4,"9 - 62891, AL - 62891, NORMAL - 62891"
MACK_FY2024_Q4,"9 - 76096, NORMAL - 76096, PH - 76096, TAFE - 76335"
MANI_FY2024_Q4,"9 - 76097, NORMAL - 76097, PH - 76097, SL - 77563, TAFE - 76097"
MARI_FY2024_Q4,"9 - 76098, NORMAL - 76098, PH - 76098"
MCAA_FY2024_Q4,"9 - 76099, AL - 76099, NORMAL - 76099, PH - 76099, SL - 76204"
MCAI_FY2024_Q4,"9 - 76100, CASBNS - 76100, NORMAL - 76100"
MCKK_FY2024_Q4,"9 - 76102, AL - 76511, NORMAL - 76102, PH - 76102, TAFE - 76724"
MERJ_FY2024_Q4,"9 - 76103, AL - 77701, CASBNS - 76512, NORMAL - 76103, SL - 77253"
NELJ_FY2024_Q3,"9 - 74219, AL - 74219, NORMAL - 74329, PH - 74219, VEHICLE - 74219"
NELJ_FY2024_Q4,"9 - 76105, NORMAL - 76105, PH - 76105, VEHICLE - 76105"
NIES_FY2024_Q4,"9 - 76461, NORMAL - 76461, PH - 76461"
NOWD_FY2024_Q4,"9 - 76107, AL - 76210, NORMAL - 76107, PH - 76107"
NUAG_FY2022_Q4,"9 - 62976, AL - 62981, NORMAL - 62976, PH - 63109, SL - 63594"
NUAG_FY2024_Q4,"9 - 76108, AL - 76108, NORMAL - 76108, PH - 76108"
OBRA_FY2024_Q4,"9 - 76109, NORMAL - 76109, PH - 76109, SL - 76829"
PEND_FY2024_Q4,"9 - 76110, AL - 77704, NORMAL - 76110, PH - 76110, SL - 77421"
PRIM_FY2023_Q3,"9 - 66952, AL - 66952, NORMAL - 67114, PH - 66952"
PURT_FY2024_Q4,"9 - 76111, AL - 76450, NORMAL - 76111, PH - 76111, SL - 76604"
RATC_FY2022_Q3,"9 - 62130, NORMAL - 61952"
RATC_FY2022_Q4,"9 - 62939, AL - 63499, NORMAL - 62939, PH - 63146, SL - 63247, TAFE - 63247"
REAJ_FY2022_Q4,"9 - 64074, NORMAL - 63976"
REAJ_FY2024_Q4,"9 - 76112, AL - 76605, NORMAL - 76112, PH - 76112, SL - 77140, TAFE - 76112"
RIDL_FY2024_Q2,"9 - 72297, AL - 73867, NORMAL - 72297, PH - 72297, SL - 72654, TAFE - 72383"
RIDL_FY2024_Q4,"9 - 76113, AL - 76606, BEREAVE - 77706, NORMAL - 76113, PH - 76113, SL - 76113, TAFE - 77574, WCOMP-EX - 76736"
RILB_FY2024_Q2,"9 - 72298, AL - 74000, NORMAL - 72298, PH - 72298, SL - 72841"
RILB_FY2024_Q4,"9 - 76114, NORMAL - 76114, PH - 76114, SL - 76833"
ROXA_FY2024_Q4,"9 - 76115, AL - 76739, NORMAL - 76115, PH - 76115, SL - 76834"
RUTB_FY2024_Q4,"9 - 76116, CASBNS - 76116, NORMAL - 76116"
RUTY_FY2022_Q3,"9 - 61664, NORMAL - 61664"
RUTY_FY2024_Q3,"9 - 74176, AL - 74176, NORMAL - 74303, PH - 74176, SL - 75364, TAFE - 74797"
RUTY_FY2024_Q4,"9 - 76118, NORMAL - 76118, PH - 76118, SL - 76611, TAFE - 77144"
RYAK_FY2024_Q4,"9 - 77263, NORMAL - 77263, SL - 77427"
SALA_FY2024_Q4,"9 - 76149, NORMAL - 76149, PH - 76452, SL - 77428"
SATS_FY2024_Q2,"9 - 72302, AL - 74004, NORMAL - 72302, PH - 72302"
SATS_FY2024_Q4,"9 - 76119, NORMAL - 76119, PH - 76119, SL - 76612"
SAVJ_FY2024_Q4,"9 - 76037, CASBNS - 76037, NORMAL - 76037"
SCHM_FY2024_Q4,"9 - 76354, CASBNS - 76525, NORMAL - 76354"
SCOC_FY2023_Q4,"9 - 68257, AL - 68822, NORMAL - 68257, PH - 68344, SL - 68822"
SCOC_FY2024_Q4,"9 - 76122, AL - 76222, NORMAL - 76122, PH - 76122, SL - 76747"
SHED_FY2024_Q4,"9 - 76123, CASBNS - 76123, NORMAL - 76123"
SHEJ_FY2024_Q4,"9 - 76124, AL - 76224, NORMAL - 76124, PH - 76124, SL - 77433"
SICS_FY2023_Q4,"9 - 68197, AL - 69415, NORMAL - 68197, PH - 68346, SL - 68454"
SICS_FY2024_Q4,"9 - 76036, AL - 77011, CASBNS - 76528, NORMAL - 76036, PH - 76036, SL - 76225"
STEM_FY2024_Q4,"9 - 76127, AL - 76529, CASBNS - 76751, NORMAL - 76127, PH - 76529, WCOMP-EX - 76618"
STES_FY2023_Q3,"9 - 66956, AL - 66956, NORMAL - 67117, PH - 66956"
STES_FY2024_Q4,"9 - 76128, NORMAL - 76128, PH - 76128"
SUAK_FY2024_Q4,"9 - 76129, CASBNS - 76129, NORMAL - 76129"
SUTJ_FY2024_Q4,"9 - 76130, AL - 76130, NORMAL - 76130, PH - 76130, TAFE - 76360"
SZIR_FY2024_Q2,"9 - 72312, AL - 74013, NORMAL - 72312, PH - 72312, TAFE - 72312"
SZIR_FY2024_Q4,"9 - 76131, AL - 76131, NORMAL - 76230, PH - 76131, SL - 77438, TAFE - 76361"
TAPR_FY2024_Q4,"9 - 76231, NORMAL - 76231"
TAYC(2)_FY2024_Q1,"9 - 70364, NORMAL - 70364"
TAYC(2)_FY2024_Q4,"9 - 76133, NORMAL - 76133"
TOTK_FY2024_Q4,"9 - 76134, CASBNS - 76134, NORMAL - 76134"
TOTM_FY2024_Q4,"9 - 76135, CASBNS - 76135, NORMAL - 76135"
VERJ_FY2024_Q4,"9 - 76136, CASBNS - 76538, NORMAL - 76136"
VERR_FY2023_Q1,"9 - 64296, NORMAL - 64296, PH - 65124, TAFE - 64598"
VERR_FY2024_Q4,"9 - 76137, NORMAL - 76137, PH - 76137, TAFE - 76762"
WALJ_FY2024_Q4,"9 - 76139, AL - 76239, NORMAL - 76139, PH - 76139"
WALS_FY2024_Q4,"9 - 76140, NORMAL - 76140, PH - 76542"
WATR_FY2024_Q4,"9 - 76141, AL - 76455, NORMAL - 76141, PH - 76141"
WILR_FY2024_Q4,"9 - 76142, NORMAL - 76142, PH - 76142"
WOOL_FY2024_Q4,"9 - 76143, AL - 76244, NORMAL - 76143, PH - 76143, SL - 76859"
WOOP_FY2024_Q4,"9 - 76144, NORMAL - 76144, PH - 76144, SL - 76372"
WRIL_FY2024_Q4,"9 - 76145, NORMAL - 76145"
YOUJ_FY2024_Q4,"9 - 76146, NORMAL - 76146, PH - 76146, SL - 76242"
ZYSL_FY2024_Q2,"9 - 72326, AL - 73534, NORMAL - 72326, PH - 72326, SL - 72406"
ZYSL_FY2024_Q4,"9 - 76147, CASBNS - 76147, NORMAL - 76147"
