QtrEMPLID,Paycode_Entry
BARG_FY2022_Q3,"9_10% Super Guarantee - 61604, AL_Annual Leave - 61604, LOADING_ANNUAL LEAVE LOADING - 62406, LOADING_LEAVE LOADING 17.5% - 61604, NORMAL_Normal - 61604, PH_Public Holiday - 61604, SL_Sick Leave - 62792"
BARG_FY2022_Q4,"9_10% Super Guarantee - 62965, AL_Annual Leave - 63400, LOADING_ANNUAL LEAVE LOADING - 63400, NORMAL_Normal - 62965, PH_Public Holiday - 63111, SL_Sick Leave - 63603"
BARG_FY2023_Q1,"9_10.5 % Super Guarantee - 64230, AL_Annual Leave - 64230, LOADING_ANNUAL LEAVE LOADING - 64230, NORMAL_Normal - 64402, PH_Public Holiday - 65076"
BARG_FY2023_Q2,"9_10.5 % Super Guarantee - 65620, AL_Annual Leave - 66834, LOADING_ANNUAL LEAVE LOADING - 66834, NORMAL_Normal - 65620, PH_Public Holiday - 65710"
BARG_FY2023_Q3,"9_10.5 % Super Guarantee - 66929, AL_Annual Leave - 66929, LOADING_ANNUAL LEAVE LOADING - 66929, NORMAL_Normal - 67098, PH_Public Holiday - 66929"
BARG_FY2023_Q4,"9_10.5 % Super Guarantee - 68240, EXTRA_Additional Hours - 68484, HRSBNS_Bonus By Hours - 68372, NORMAL_Normal - 68240, PH_Public Holiday - 68266"
BARG_FY2024_Q1,"9_11.0 % Super Guarante - 70196, AL_Annual Leave - 71756, EXTRA_Additional Hours - 70196, LOADING_ANNUAL LEAVE LOADING - 71756, NORMAL_Normal - 70196, PH_Public Holiday - 71488, SL_Sick Leave - 70746"
BARG_FY2024_Q2,"9_11.0 % Super Guarante - 72228, AL_Annual Leave - 74030, EXTRA_Additional Hours - 72228, LOADING_ANNUAL LEAVE LOADING - 74030, NORMAL_Normal - 72228, PH_Public Holiday - 72228, SL_Sick Leave - 73000"
BARG_FY2024_Q3,"9_11.0 % Super Guarante - 74198, AL_Annual Leave - 74198, EXTRA_Additional Hours - 74198, LOADING_ANNUAL LEAVE LOADING - 74198, NORMAL_Normal - 74353, PH_Public Holiday - 74198, SL_Sick Leave - 75631"
BARG_FY2024_Q4,"9_11.0 % Super Guarante - 76041, 9_11.5 % Super Guarante - 77733, AL_Annual Leave - 76154, EXTRA_Additional Hours - 76041, LOADING_ANNUAL LEAVE LOADING - 76154, NORMAL_Normal - 76041, PH_Public Holiday - 76041, SL_Sick Leave - 76550"
BART_FY2022_Q1,"9_10% Super Guarantee - 59518, AL_Annual Leave - 59823, LOADING_LEAVE LOADING 17.5% - 59823, NORMAL_Normal - 59518, PH_Public Holiday - 60056"
BART_FY2022_Q2,"9_10% Super Guarantee - 60557, NORMAL_Normal - 60557, PH_Public Holiday - 60570"
BART_FY2022_Q3,"8_10% The Super Company - 61605, 9_10% Super Guarantee - 61685, AL_Annual Leave - 61605, HRSBNS_Bonus By Hours - 61605, LOADING_LEAVE LOADING 17.5% - 61605, NORMAL_Normal - 61605, PH_Public Holiday - 61605"
BART_FY2022_Q4,"9_10% Super Guarantee - 62966, NORMAL_Normal - 62966, PH_Public Holiday - 63112"
BART_FY2023_Q1,"9_10.5 % Super Guarantee - 64305, AL_Annual Leave - 65182, LOADING_ANNUAL LEAVE LOADING - 65182, NORMAL_Normal - 64305, PH_Public Holiday - 65077"
BART_FY2023_Q2,"8_10.5% Super Guarantee - 66835, 9_10.5 % Super Guarantee - 65690, AL_Annual Leave - 66835, HRSBNS_Bonus By Hours - 66835, LOADING_ANNUAL LEAVE LOADING - 66835, NORMAL_Normal - 65690, PH_Public Holiday - 65711"
BART_FY2023_Q3,"9_10.5 % Super Guarantee - 66930, AL_Annual Leave - 66930, LOADING_ANNUAL LEAVE LOADING - 66930, NORMAL_Normal - 67099, PH_Public Holiday - 66930"
BART_FY2023_Q4,"9_10.5 % Super Guarantee - 68241, NORMAL_Normal - 68241, PH_Public Holiday - 68267"
BART_FY2024_Q1,"9_11.0 % Super Guarante - 70240, AL_Annual Leave - 70979, LOADING_ANNUAL LEAVE LOADING - 70979, NORMAL_Normal - 70240, PH_Public Holiday - 71489"
BART_FY2024_Q2,"9_11.0 % Super Guarante - 72229, AL_Annual Leave - 74029, HRSBNS_Bonus By Hours - 74029, NORMAL_Normal - 72229, PH_Public Holiday - 72229"
BART_FY2024_Q3,"9_11.0 % Super Guarante - 74197, AL_Annual Leave - 74197, BPAY_Back Pay - 74242, LOADING_ANNUAL LEAVE LOADING - 74197, NORMAL_Normal - 74242, PH_Public Holiday - 74197"
BART_FY2024_Q4,"9_11.0 % Super Guarante - 76042, 9_11.5 % Super Guarante - 77734, PH_Public Holiday - 76434, SL_Sick Leave - 76042"
BEAA_FY2022_Q1,"9_10% Super Guarantee - 59519, NORMAL_Normal - 59519, PH_Public Holiday - 60057"
BEAA_FY2022_Q2,"9_10% Super Guarantee - 60571, NORMAL_Normal - 60481, PH_Public Holiday - 60571"
BEAA_FY2022_Q3,"9_10% Super Guarantee - 61606, AL_Annual Leave - 61606, HRSBNS_Bonus By Hours - 61606, LOADING_LEAVE LOADING 17.5% - 61606, NORMAL_Normal - 61606, PH_Public Holiday - 61606"
BEAA_FY2022_Q4,"9_10% Super Guarantee - 62967, AL_Annual Leave - 64124, LOADING_ANNUAL LEAVE LOADING - 64124, NORMAL_Normal - 62967, PH_Public Holiday - 63113"
BEAA_FY2023_Q1,"9_10.5 % Super Guarantee - 64231, AL-CASHO_Annual Leave - Cash Out - 64231, LOADING_ANNUAL LEAVE LOADING - 64231, NORMAL_Normal - 64231, PH_Public Holiday - 65080, SL_Sick Leave - 64420"
BEAA_FY2023_Q2,"9_10.5 % Super Guarantee - 65691, AL-CASHO_Annual Leave - Cash Out - 66548, AL_Annual Leave - 66836, HRSBNS_Bonus By Hours - 66836, LOADING_ANNUAL LEAVE LOADING - 66548, NORMAL_Normal - 65691, PH_Public Holiday - 65712, SL_Sick Leave - 65805"
BEAA_FY2023_Q3,"9_10.5 % Super Guarantee - 66931, AL_Annual Leave - 66931, LOADING_ANNUAL LEAVE LOADING - 66931, NORMAL_Normal - 67100, PH_Public Holiday - 66931, SACRIFIC_Super Salary Sacrifice - 67501"
BEAA_FY2023_Q4,"9_10.5 % Super Guarantee - 68242, AL-CASHO_Annual Leave - Cash Out - 68475, AL_Annual Leave - 68475, LOADING_ANNUAL LEAVE LOADING - 68475, NORMAL_Normal - 68242, PH_Public Holiday - 68268, SACRIFIC_Super Salary Sacrifice - 68242"
BEAA_FY2024_Q1,"9_11.0 % Super Guarante - 70241, NORMAL_Normal - 70241, PH_Public Holiday - 71490, SACRIFIC_Super Salary Sacrifice - 70241"
BEAA_FY2024_Q2,"9_11.0 % Super Guarante - 72230, AL_Annual Leave - 74031, HRSBNS_Bonus By Hours - 74031, LOADING_ANNUAL LEAVE LOADING - 74031, NORMAL_Normal - 72230, PH_Public Holiday - 72230, SACRIFIC_Super Salary Sacrifice - 72230"
BEAA_FY2024_Q3,"9_11.0 % Super Guarante - 74199, AL_Annual Leave - 74199, LOADING_ANNUAL LEAVE LOADING - 74199, NORMAL_Normal - 74354, PH_Public Holiday - 74199, SACRIFIC_Super Salary Sacrifice - 74199, SL_Sick Leave - 74823"
BEAA_FY2024_Q4,"9_11.0 % Super Guarante - 76043, 9_11.5 % Super Guarante - 77735, AL_Annual Leave - 76435, LOADING_ANNUAL LEAVE LOADING - 76435, NORMAL_Normal - 76043, PH_Public Holiday - 76043, SACRIFIC_Super Salary Sacrifice - 76043, SL_Sick Leave - 77090"
BENL_FY2022_Q1,"9_10% Super Guarantee - 59520, AL_Annual Leave - 60388, LOADING_LEAVE LOADING 17.5% - 60388, NORMAL_Normal - 59520, PH_Public Holiday - 60058"
BENL_FY2022_Q2,"9_10% Super Guarantee - 60572, NORMAL_Normal - 60572, PH_Public Holiday - 60572"
BENL_FY2022_Q3,"9_10% Super Guarantee - 61607, AL_Annual Leave - 61607, HRSBNS_Bonus By Hours - 61607, LOADING_LEAVE LOADING 17.5% - 61607, NORMAL_Normal - 61607, PH_Public Holiday - 61607, SL_Personal Leave - 61900"
BENL_FY2022_Q4,"9_10% Super Guarantee - 62968, AL_Annual Leave - 63301, LOADING_ANNUAL LEAVE LOADING - 63301, NORMAL_Normal - 62968, PH_Public Holiday - 63114, SL_Sick Leave - 63504"
BENL_FY2023_Q1,"9_10.5 % Super Guarantee - 64306, NORMAL_Normal - 64306, PH_Public Holiday - 65081, SL_Sick Leave - 64969"
BENL_FY2023_Q2,"9_10.5 % Super Guarantee - 65610, AL_Annual Leave - 65610, HRSBNS_Bonus By Hours - 66837, LOADING_ANNUAL LEAVE LOADING - 65610, NORMAL_Normal - 65713, PH_Public Holiday - 65713, SL_Sick Leave - 66444"
BENL_FY2023_Q3,"9_10.5 % Super Guarantee - 66932, AL_Annual Leave - 66932, LOADING_ANNUAL LEAVE LOADING - 66932, NORMAL_Normal - 67101, PH_Public Holiday - 66932"
BENL_FY2023_Q4,"9_10.5 % Super Guarantee - 68243, AL_Annual Leave - 68610, LOADING_ANNUAL LEAVE LOADING - 68610, NORMAL_Normal - 68243, PH_Public Holiday - 68269"
BENL_FY2024_Q1,"9_11.0 % Super Guarante - 70242, AL_Annual Leave - 72077, LOADING_ANNUAL LEAVE LOADING - 72077, NORMAL_Normal - 70242, PH_Public Holiday - 71491"
BENL_FY2024_Q2,"9_11.0 % Super Guarante - 72231, AL_Annual Leave - 73457, HRSBNS_Bonus By Hours - 74032, LOADING_ANNUAL LEAVE LOADING - 73457, NORMAL_Normal - 72231, PH_Public Holiday - 72231"
BENL_FY2024_Q3,"9_11.0 % Super Guarante - 74200, AL_Annual Leave - 74200, LOADING_ANNUAL LEAVE LOADING - 74200, NORMAL_Normal - 74355, PH_Public Holiday - 74200"
BENL_FY2024_Q4,"9_11.0 % Super Guarante - 76044, 9_11.5 % Super Guarante - 77736, AL_Annual Leave - 76156, LOADING_ANNUAL LEAVE LOADING - 76156, NORMAL_Normal - 76044, PH_Public Holiday - 76044"
BLAM_FY2024_Q4,"9_11.0 % Super Guarante - 76045, 9_11.5 % Super Guarante - 77737, AL_Annual Leave - 77091, LOADING_ANNUAL LEAVE LOADING - 77091, NORMAL_Normal - 76045, PH_Public Holiday - 76045"
BOTA_FY2024_Q3,"9_11.0 % Super Guarante - 74695, NORMAL_Normal - 74695, PH_Public Holiday - 74695"
BOTA_FY2024_Q4,"9_11.0 % Super Guarante - 76046, 9_11.5 % Super Guarante - 77738, NORMAL_Normal - 76046, PH_Public Holiday - 76046"
BRIT_FY2022_Q1,"9_10% Super Guarantee - 59473, NORMAL_Normal - 59473, ORD_Ordinary - 59473, PL-VACC_Personal Leave vaccine - 60134"
BRIT_FY2022_Q2,"9_10% Super Guarantee - 60492, CASBNS_Casual Bonus - 60590, NORMAL_Normal - 60492, ORD_Ordinary - 60492"
BRIT_FY2022_Q3,"9_10% Super Guarantee - 61626, CASBNS_Casual Bonus - 61626, EXTRA_Additional Hours - 62415, NORMAL_Normal - 61626, ORD_Ordinary - 61764"
BRIT_FY2022_Q4,"9_10% Super Guarantee - 62899, CASBNS_Casual Bonus - 63159, EXTRA_Additional Hours - 62899, NORMAL_Normal - 62899"
BRIT_FY2023_Q1,"9_10.5 % Super Guarantee - 64236, CASBNS_Casual Bonus - 65563, EXTRA_Additional Hours - 64331, NORMAL_Normal - 64236"
BRIT_FY2023_Q2,"9_10.5 % Super Guarantee - 65623, CASBNS_Casual Bonus - 65763, EXTRA_Additional Hours - 65623, NORMAL_Normal - 65623"
BRIT_FY2023_Q3,"9_10.5 % Super Guarantee - 66963, CASBNS_Casual Bonus - 66963, EXTRA_Additional Hours - 67032, NORMAL_Normal - 67032"
BRIT_FY2023_Q4,"9_10.5 % Super Guarantee - 68139, CASBNS_Casual Bonus - 68272, EXTRA_Additional Hours - 68139, NORMAL_Normal - 68139"
BRIT_FY2024_Q1,"9_11.0 % Super Guarante - 70114, EXTRA_Additional Hours - 70114, NORMAL_Normal - 70114"
BRIT_FY2024_Q2,"9_11.0 % Super Guarante - 72232, CASBNS_Casual Bonus - 72232, EXTRA_Additional Hours - 72232, LSL_Long Service Leave - 72464, NORMAL_Normal - 72232"
BRIT_FY2024_Q3,"9_11.0 % Super Guarante - 74127, CASBNS_Casual Bonus - 74127, EXTRA_Additional Hours - 74241, LSL_Long Service Leave - 74241, NORMAL_Normal - 74241"
BRIT_FY2024_Q4,"9_11.0 % Super Guarante - 76047, 9_11.5 % Super Guarante - 77654, CASBNS_Casual Bonus - 76047, EXTRA_Additional Hours - 76047, LSL_Long Service Leave - 77204, NORMAL_Normal - 76047"
BROD_FY2023_Q4,"9_10.5 % Super Guarantee - 68585, NORMAL_Normal - 68585, PH_Public Holiday - 68612, SACRIFIC_Super Salary Sacrifice - 68585"
BROD_FY2024_Q1,"9_11.0 % Super Guarante - 70116, NORMAL_Normal - 70116, PH_Public Holiday - 71493, SACRIFIC_Super Salary Sacrifice - 70116, SL_Sick Leave - 70116"
BROD_FY2024_Q2,"9_11.0 % Super Guarante - 72233, AL_Annual Leave - 74033, HRSBNS_Bonus By Hours - 74033, LOADING_ANNUAL LEAVE LOADING - 74033, NORMAL_Normal - 72233, PH_Public Holiday - 72233"
BROD_FY2024_Q3,"9_11.0 % Super Guarante - 74201, AL_Annual Leave - 74201, LOADING_ANNUAL LEAVE LOADING - 74201, NORMAL_Normal - 74356, PH_Public Holiday - 74201"
BROD_FY2024_Q4,"9_11.0 % Super Guarante - 76048, 9_11.5 % Super Guarante - 77739, NORMAL_Normal - 76048, PH_Public Holiday - 76048"
CADD_FY2022_Q4,"9_10% Super Guarantee - 63877, HRSBNS_Bonus By Hours - 63877, NORMAL_Normal - 63877"
CADD_FY2023_Q1,"9_10.5 % Super Guarantee - 64307, HRSBNS_Bonus By Hours - 64307, NORMAL_Normal - 64307, PH_Public Holiday - 65083, SL_Sick Leave - 65083"
CADD_FY2023_Q2,"9_10.5 % Super Guarantee - 65693, AL_Annual Leave - 66840, HRSBNS_Bonus By Hours - 65693, LOADING_ANNUAL LEAVE LOADING - 66840, NORMAL_Normal - 65693, PH_Public Holiday - 65716, SL_Sick Leave - 66554"
CADD_FY2023_Q3,"9_10.5 % Super Guarantee - 66935, AL_Annual Leave - 66935, LOADING_ANNUAL LEAVE LOADING - 66935, NORMAL_Normal - 67103, PH_Public Holiday - 66935"
CADD_FY2023_Q4,"9_10.5 % Super Guarantee - 68245, HRSBNS_Bonus By Hours - 68614, NORMAL_Normal - 68245, PH_Public Holiday - 68274, SL_Sick Leave - 69523"
CADD_FY2024_Q1,"9_11.0 % Super Guarante - 70194, AL_Annual Leave - 70556, HRSBNS_Bonus By Hours - 70397, LOADING_ANNUAL LEAVE LOADING - 70556, NORMAL_Normal - 70194, PH_Public Holiday - 71496, SL_Sick Leave - 71354"
CADD_FY2024_Q2,"9_11.0 % Super Guarante - 72236, AL_Annual Leave - 74035, HRSBNS_Bonus By Hours - 72236, LOADING_ANNUAL LEAVE LOADING - 74035, NORMAL_Normal - 72236, PH_Public Holiday - 72236, SL_Sick Leave - 73592"
CADD_FY2024_Q3,"9_11.0 % Super Guarante - 74203, AL_Annual Leave - 74203, HRSBNS_Bonus By Hours - 74203, LOADING_ANNUAL LEAVE LOADING - 74203, NORMAL_Normal - 74358, PH_Public Holiday - 74203, SL_Sick Leave - 74449"
CADD_FY2024_Q4,"9_11.0 % Super Guarante - 76050, 9_11.5 % Super Guarante - 77655, AL_Annual Leave - 76159, BPAY_Backpay - 77374, HRSBNS_Bonus By Hours - 76050, LOADING_ANNUAL LEAVE LOADING - 76159, NORMAL_Normal - 76050, PH_Public Holiday - 76050, SL_Sick Leave - 76459"
CANP_FY2022_Q1,"9_Super Guarantee - 9930, NORMAL_Normal - 9930, PH_Public Holiday - 9934, SALSAC_SALARY SACRIFICE - 9944"
CANP_FY2022_Q2,"9_Super Guarantee - 9949, AL_Annual Leave - 9959, LOAD_Leave Loading - 9959, NORMAL_Normal - 9949, PH_Public Holiday - 9949, SALSAC_SALARY SACRIFICE - 9949"
CANP_FY2022_Q3,"9_Super Guarantee - 9964, AL_Annual Leave - 9964, BONUS_BONUS - 9964, LOAD_Leave Loading - 9964, NORMAL_Normal - 9964, PH_Public Holiday - 9964, SALSAC_SALARY SACRIFICE - 9964"
CANP_FY2022_Q4,"9_Super Guarantee - 9979, NORMAL_Normal - 9979, PH_Public Holiday - 9979, SALSAC_SALARY SACRIFICE - 9979"
CANP_FY2023_Q1,"9_Super Guarantee - 9997, AL_Annual Leave - 10012, LOAD_Leave Loading - 10012, NORMAL_Normal - 9997, PH_Public Holiday - 10007, SALSAC_SALARY SACRIFICE - 9997, SL_Personal Leave - 9997"
CANP_FY2023_Q2,"9_Super Guarantee - 10015, AL_Annual Leave - 10015, LOAD_Leave Loading - 10015, NORMAL_Normal - 10015, PH_Public Holiday - 10015, SALSAC_SALARY SACRIFICE - 10015"
CANP_FY2023_Q3,"9_Super Guarantee - 10027, AL_Annual Leave - 10027, BONUS_BONUS - 10027, LOAD_Leave Loading - 10027, NORMAL_Normal - 10027, PH_Public Holiday - 10027, SALSAC_SALARY SACRIFICE - 10027, SUPER_Value - Super - 10027"
CANP_FY2023_Q4,"9_Super Guarantee - 10039, AL_Annual Leave - 10039, LOAD_Leave Loading - 10039, NORMAL_Normal - 10039, PH_Public Holiday - 10039, SALSAC_SALARY SACRIFICE - 10039"
CANP_FY2024_Q1,"9_Super Guarantee - 10051, AL_Annual Leave - 10051, LOAD_Leave Loading - 10051, NORMAL_Normal - 10051, PH_Public Holiday - 10060, SALSAC_SALARY SACRIFICE - 10051"
CANP_FY2024_Q2,"9_Super Guarantee - 10064, AL_Annual Leave - 10071, LOAD_Leave Loading - 10071, NORMAL_Normal - 10064, PH_Public Holiday - 10064, SALSAC_SALARY SACRIFICE - 10064"
CANP_FY2024_Q3,"9_Super Guarantee - 10075, AL_Annual Leave - 10075, BONUS_BONUS - 10075, LOAD_Leave Loading - 10075, NORMAL_Normal - 10075, PH_Public Holiday - 10075, SALSAC_SALARY SACRIFICE - 10075, SUPER_Value - Super - 10075"
CANP_FY2024_Q4,"9_Super Guarantee - 10096, NORMAL_Normal - 10096, PH_Public Holiday - 10096, SALSAC_SALARY SACRIFICE - 10096, SL_Personal Leave - 10106"
CANS_FY2022_Q3,"9_10% Super Guarantee - 61765, NORMAL_Normal - 61765, PH_Public Holiday - 61994"
CANS_FY2022_Q4,"9_10% Super Guarantee - 62969, NORMAL_Normal - 62969, PH_Public Holiday - 63115"
CANS_FY2023_Q1,"9_10.5 % Super Guarantee - 64232, AL_Annual Leave - 64232, LOADING_ANNUAL LEAVE LOADING - 64232, NORMAL_Normal - 64232, PH_Public Holiday - 65084"
CANS_FY2023_Q2,"9_10.5 % Super Guarantee - 65694, AL_Annual Leave - 66126, LOADING_ANNUAL LEAVE LOADING - 66126, NORMAL_Normal - 65694, PH_Public Holiday - 65717"
CANS_FY2023_Q3,"9_10.5 % Super Guarantee - 66936, AL_Annual Leave - 66936, LOADING_ANNUAL LEAVE LOADING - 66936, NORMAL_Normal - 67104, PH_Public Holiday - 66936"
CANS_FY2023_Q4,"9_10.5 % Super Guarantee - 68246, NORMAL_Normal - 68246, PH_Public Holiday - 68275"
CANS_FY2024_Q1,"9_11.0 % Super Guarante - 70244, NORMAL_Normal - 70244, PH_Public Holiday - 71497"
CANS_FY2024_Q2,"9_11.0 % Super Guarante - 72237, AL_Annual Leave - 74036, HRSBNS_Bonus By Hours - 74036, LOADING_ANNUAL LEAVE LOADING - 74036, NORMAL_Normal - 72237, PH_Public Holiday - 72237, SACRIFIC_Super Salary Sacrifice - 73536"
CANS_FY2024_Q3,"9_11.0 % Super Guarante - 74204, AL_Annual Leave - 74204, BPAY_Back Pay - 74330, LOADING_ANNUAL LEAVE LOADING - 74204, NORMAL_Normal - 74330, PH_Public Holiday - 74204, SACRIFIC_Super Salary Sacrifice - 74204"
CANS_FY2024_Q4,"9_11.0 % Super Guarante - 76051, 9_11.5 % Super Guarante - 77740, AL_Annual Leave - 76160, LOADING_ANNUAL LEAVE LOADING - 76160, NORMAL_Normal - 76051, PH_Public Holiday - 76051, SACRIFIC_Super Salary Sacrifice - 76051"
CANT_FY2024_Q4,"9_11.0 % Super Guarante - 77375, 9_11.5 % Super Guarante - 77656, EXTRA_Additional Hours - 77375, NORMAL_Normal - 77375"
CHOS_FY2022_Q4,"9_10% Super Guarantee - 63391, EXTRA_Additional Hours - 63487, NORMAL_Normal - 63391"
CHOS_FY2023_Q1,"9_10.5 % Super Guarantee - 64332, AL_Annual Leave - 65405, LOADING_ANNUAL LEAVE LOADING - 65405, NORMAL_Normal - 64332, PH_Public Holiday - 65107, SL_Sick Leave - 65184"
CHOS_FY2023_Q2,"9_10.5 % Super Guarantee - 65611, AL_Annual Leave - 65611, LOADING_ANNUAL LEAVE LOADING - 65611, NORMAL_Normal - 65738, PH_Public Holiday - 65738, SL_Sick Leave - 66393, TAFE_TAFE Training Day - 65911"
CHOS_FY2023_Q3,"9_10.5 % Super Guarantee - 66964, AL_Annual Leave - 68031, LOADING_ANNUAL LEAVE LOADING - 68031, NORMAL_Normal - 67033, PH_Public Holiday - 66964, SL_Sick Leave - 67130, TAFE_Staff Training Day - 67428"
CHOS_FY2023_Q4,"9_10.5 % Super Guarantee - 68140, AL_Annual Leave - 68276, LOADING_ANNUAL LEAVE LOADING - 68276, NORMAL_Normal - 68140, PH_Public Holiday - 68276, SL_Sick Leave - 68641, TAFE_Staff Training Day - 68382"
CHOS_FY2024_Q1,"9_11.0 % Super Guarante - 70117, AL_Annual Leave - 70266, LOADING_ANNUAL LEAVE LOADING - 70266, NORMAL_Normal - 70117, PH_Public Holiday - 71498, SL_Sick Leave - 71759, TAFE_Staff Training Day - 70750"
